0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 0000
0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 0001
0000 0010 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 0010
0000 0010 0000 0000	0011 0101 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 0011
0000 0010 0000 0000	0011 0101 0000 0000	0000 0000 0000 0000	0001 0001 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 0100
0000 0010 0000 0000	0011 0101 0000 0000	0100 0000 0000 0000	0001 0001 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 0101
1000 0000 0000 0000	0011 0101 0000 0000	0100 0000 0000 0000	0001 0001 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 0110
1000 0000 0000 0000	1111 1111 0000 0000	0100 0000 0000 0000	0001 0001 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 0111
1000 0000 0000 0000	1111 1111 0000 0000	0100 0000 0000 0000	0011 0101 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 1000
1000 0000 0000 0000	1111 1111 0000 0000	0010 1101 0000 0000	0011 0101 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 1001
1000 0000 0000 0000	1111 1111 0000 0000	0010 1101 0000 0000	0011 0101 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 1010
1000 0000 0000 0000	1111 1111 0000 0000	0010 1101 0000 0000	0011 0101 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 1011
1000 0000 0000 0000	1111 1111 0000 0000	0010 1101 0000 0000	0011 0101 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 1100
1000 0000 0000 0000	1111 1111 0000 0000	0010 1101 0000 0000	0011 0101 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 1101
1000 0000 0000 0000	1111 1111 0000 0000	0010 1101 0000 0000	0011 0101 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 1110
1000 0000 0000 0000	1111 1111 0000 0000	0010 1101 0000 0000	0011 0101 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 1111
1000 0000 0000 0000	1111 1111 0000 0000	0010 1101 0000 0000	0011 0101 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0001 0000
