0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 0000
0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 0001
0101 0011 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 0010
0101 0011 0000 0000	0101 0011 0011 0101	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 0011
0101 0011 0100 0101	0101 0011 0011 0101	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 0100
0101 0011 0100 0101	0101 0011 0011 0101	0001 1110 0000 1110	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 0101
1000 0000 0000 0000	0101 0011 0011 0101	0001 1110 0000 1110	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 0110
1000 0000 0000 0001	0101 0011 0011 0101	0001 1110 0000 1110	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 0111
1000 0000 0000 0001	0101 0011 0011 0101	0001 1110 0111 1111	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 1000
0000 0000 0000 0000	0101 0011 0011 0101	0001 1110 0111 1111	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 1001
0000 0000 0000 0000	0111 1111 0000 0000	0001 1110 0111 1111	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 1010
0000 0000 0000 0000	0111 1111 0111 1111	0001 1110 0111 1111	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 1011
0000 0000 0111 1111	0111 1111 0111 1111	0001 1110 0111 1111	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0000 0000 0000 0000	0	0000 0000 0000 1100
